location,current_speed,free_flow_speed,incident_count,temperature,wind_speed,weather_condition,congestion_level
Queanbeyan,52.0,52.0,0,8.26,0.09,cloudy,Low
New York,28.0,28.0,0,16.5,4.63,mist,Low
Los Angeles,18.0,27.0,0,17.41,2.06,cloudy,Medium
Chicago,12.0,17.0,0,12.81,2.24,cloudy,Medium
Houston,14.0,18.0,0,25.84,10.29,cloudy,Medium
Phoenix,12.0,17.0,0,18.56,6.71,cloudy,Medium
Philadelphia,9.0,13.0,0,19.62,5.66,cloudy,Medium
San Antonio,22.0,22.0,0,19.97,3.6,mist,Low
San Diego,15.0,15.0,0,15.9,4.63,cloudy,Low
Dallas,79.0,97.0,0,20.38,6.17,rain,Low
San Jose,16.0,25.0,0,23.81,6.17,clear,Medium
Austin,15.0,15.0,0,19.8,4.92,mist,Low
Jacksonville,18.0,58.0,0,29.05,5.14,cloudy,High
Fort Worth,12.0,12.0,0,18.01,4.63,storm,Low
Columbus,33.0,33.0,0,17.91,2.06,cloudy,Low
Charlotte,11.0,13.0,0,22.7,4.63,cloudy,Low
San Francisco,13.0,13.0,0,23.11,8.23,711,Low
Indianapolis,19.0,19.0,0,15.09,4.12,cloudy,Low
Seattle,10.0,14.0,0,14.59,3.58,partly cloudy,Medium
Denver,33.0,39.0,0,18.3,3.58,cloudy,Low
Washington,18.0,23.0,0,20.53,4.12,cloudy,Medium
Boston,11.0,21.0,0,10.7,6.69,rain,Medium
El Paso,35.0,40.0,0,22.72,4.47,clear,Low
Nashville,9.0,9.0,0,12.82,2.57,cloudy,Low
Detroit,17.0,17.0,0,16.11,2.57,cloudy,Low
Oklahoma City,26.0,26.0,0,20.94,3.09,clear,Low
Portland,83.0,83.0,0,15.58,3.58,clear,Low
Las Vegas,18.0,22.0,0,16.86,4.12,cloudy,Low
Memphis,20.0,20.0,0,20.81,2.57,partly cloudy,Low
Louisville,18.0,18.0,0,13.29,3.09,cloudy,Low
Baltimore,16.0,16.0,0,19.7,5.66,rain,Low
Milwaukee,23.0,23.0,0,11.49,4.12,cloudy,Low
Albuquerque,13.0,17.0,0,17.94,5.66,clear,Medium
Tucson,21.0,41.0,0,18.95,7.2,cloudy,Medium
Fresno,17.0,31.0,0,21.96,2.57,partly cloudy,Medium
Sacramento,23.0,32.0,0,23.74,11.32,clear,Medium
Kansas City,15.0,19.0,0,22.25,4.12,clear,Medium
Atlanta,21.0,26.0,0,19.03,6.17,cloudy,Low
Miami,5.0,7.0,0,30.39,5.14,cloudy,Medium
Orlando,14.0,14.0,0,29.98,3.13,cloudy,Low
Tampa,14.0,19.0,0,30.37,4.12,partly cloudy,Medium
Minneapolis,10.0,14.0,0,22.57,4.12,clear,Medium
St. Louis,46.0,46.0,0,13.27,3.09,cloudy,Low
Cleveland,20.0,20.0,0,16.1,3.6,211,Low
Cincinnati,33.0,33.0,0,14.12,3.6,cloudy,Low
Pittsburgh,13.0,15.0,0,21.5,3.09,cloudy,Low
Paris,11.0,15.0,0,13.77,6.69,clear,Medium
London,4.0,5.0,1,12.84,5.66,cloudy,Medium
Berlin,14.0,21.0,0,12.47,4.12,clear,Medium
Amsterdam,31.0,31.0,0,11.63,8.23,clear,Low
Madrid,11.0,11.0,0,13.95,2.06,partly cloudy,Low
Rome,23.0,29.0,0,19.77,4.63,partly cloudy,Medium
Barcelona,18.0,28.0,0,14.47,2.57,521,Medium
Lisbon,24.0,24.0,0,17.4,5.66,partly cloudy,Low
Warsaw,14.0,14.0,0,9.27,1.54,clear,Low
Vienna,39.0,39.0,0,8.73,4.47,301,Low
Prague,42.0,42.0,0,10.86,5.36,cloudy,Low
Brussels,16.0,16.0,0,12.63,2.57,partly cloudy,Low
Dublin,9.0,27.0,0,11.26,4.12,partly cloudy,High
Oslo,0.0,0.0,1,14.23,3.9,partly cloudy,High
Stockholm,26.0,26.0,0,10.69,5.66,clear,Low
Copenhagen,35.0,35.0,0,11.36,5.14,partly cloudy,Low
Helsinki,22.0,22.0,0,6.67,8.49,clear,Low
Bucharest,12.0,20.0,0,19.83,3.13,502,Medium
Budapest,35.0,35.0,0,11.82,2.06,rain,Low
Athens,31.0,31.0,0,22.6,3.09,partly cloudy,Low
Istanbul,51.0,51.0,0,18.0,2.57,clear,Low
Dubai,80.0,80.0,0,36.01,1.54,clear,Low
Doha,25.0,40.0,0,34.94,1.54,clear,Medium
Tel Aviv,24.0,24.0,0,19.96,1.03,clear,Low
Riyadh,68.0,72.0,0,34.92,7.36,cloudy,Low
Jeddah,81.0,81.0,0,26.95,8.94,clear,Low
Cairo,25.0,25.0,0,27.33,1.03,clear,Low
Johannesburg,19.0,19.0,0,11.22,1.02,clear,Low
Cape Town,22.0,22.0,0,15.58,3.6,clear,Low
Lagos,37.0,54.0,0,30.12,4.63,partly cloudy,Medium
Nairobi,82.0,82.0,0,18.02,0.0,cloudy,Low
Mumbai,18.0,18.0,0,29.0,3.09,fog,Low
New Delhi,18.0,25.0,1,26.07,1.03,fog,Medium
Bangalore,26.0,26.0,0,25.93,2.57,partly cloudy,Low
Hyderabad,27.0,27.0,0,27.73,5.14,partly cloudy,Low
Chennai,24.0,24.0,0,29.49,2.57,partly cloudy,Low
Kolkata,23.0,23.0,0,28.96,4.12,fog,Low
Singapore,49.0,49.0,0,26.94,2.57,cloudy,Low
Bangkok,27.0,27.0,0,31.23,4.78,cloudy,Low
Kuala Lumpur,82.0,82.0,0,26.6,1.03,partly cloudy,Low
Jakarta,30.0,30.0,1,26.11,0.0,partly cloudy,Low
Manila,38.0,38.0,0,26.81,2.06,partly cloudy,Low
Hanoi,25.0,25.0,0,25.98,4.03,cloudy,Low
Taipei,17.0,17.0,0,27.12,1.54,cloudy,Low
Hong Kong,18.0,28.0,0,27.63,2.68,partly cloudy,Medium
Sydney,23.0,23.0,0,14.92,2.57,cloudy,Low
Melbourne,20.0,20.0,0,19.34,8.75,cloudy,Low
Auckland,12.0,12.0,0,9.7,2.24,clear,Low
Brisbane,7.0,21.0,0,16.02,3.09,clear,High
Perth,18.0,18.0,0,13.28,0.0,cloudy,Low
Adelaide,22.0,22.0,0,15.05,1.34,cloudy,Low
Wellington,19.0,19.0,0,8.81,4.12,cloudy,Low
Canberra,40.0,40.0,0,10.09,1.02,partly cloudy,Low
Christchurch,31.0,31.0,0,11.62,3.81,clear,Low
Gold Coast,50.0,50.0,0,17.73,3.6,301,Low
Hobart,19.0,19.0,0,19.0,12.35,cloudy,Low
Darwin,27.0,27.0,0,27.06,3.09,cloudy,Low
Cairns,27.0,27.0,0,24.01,6.69,cloudy,Low
Townsville,26.0,26.0,0,18.86,2.06,partly cloudy,Low
Geelong,26.0,26.0,0,19.48,5.66,cloudy,Low
Sunshine Coast,51.0,51.0,0,16.48,1.34,partly cloudy,Low
Central Coast,53.0,53.0,0,16.08,1.82,cloudy,Low
Newcastle,9.0,9.0,0,15.37,2.81,cloudy,Low
Wollongong,22.0,22.0,0,12.92,3.19,cloudy,Low
Mackay,43.0,43.0,0,17.49,5.3,partly cloudy,Low
Coffs Harbour,24.0,24.0,0,15.94,1.54,cloudy,Low
Ballarat,38.0,38.0,0,14.17,2.24,cloudy,Low
Bendigo,39.0,39.0,0,17.28,3.4,cloudy,Low
Launceston,21.0,21.0,0,16.03,8.23,cloudy,Low
Mildura,50.0,50.0,0,16.54,5.19,partly cloudy,Low
Shepparton,46.0,46.0,0,16.77,3.26,cloudy,Low
Wagga Wagga,68.0,68.0,0,11.49,1.54,rain,Low
Albury,28.0,28.0,0,11.67,0.45,cloudy,Low
Lismore,46.0,46.0,0,16.99,1.34,cloudy,Low
Port Macquarie,28.0,28.0,0,13.94,0.89,cloudy,Low
Tamworth,42.0,42.0,0,13.08,3.09,cloudy,Low
Dubbo,62.0,62.0,0,12.12,4.12,partly cloudy,Low
Orange,38.0,38.0,0,11.09,0.13,clear,Low
Bathurst,33.0,33.0,0,9.04,0.75,partly cloudy,Low
Goulburn,84.0,84.0,0,7.95,1.34,partly cloudy,Low
Queanbeyan,52.0,52.0,0,8.7,0.47,partly cloudy,Low
New York,28.0,28.0,0,16.09,4.12,rain,Low
Los Angeles,20.0,28.0,0,17.4,4.12,cloudy,Medium
Chicago,11.0,18.0,0,12.82,3.6,cloudy,Medium
Houston,13.0,18.0,0,25.42,9.26,cloudy,Medium
Phoenix,18.0,18.0,0,17.5,6.69,cloudy,Low
Philadelphia,13.0,13.0,0,19.73,5.66,cloudy,Low
San Antonio,14.0,22.0,0,20.74,3.6,mist,Medium
San Diego,15.0,15.0,0,16.07,4.63,cloudy,Low
Dallas,99.0,99.0,0,20.07,2.06,cloudy,Low
San Jose,19.0,26.0,0,24.18,9.26,partly cloudy,Medium
Austin,11.0,15.0,0,19.95,3.6,mist,Medium
Jacksonville,34.0,59.0,0,29.22,4.63,cloudy,Medium
Fort Worth,12.0,12.0,0,17.07,1.54,502,Low
Columbus,33.0,33.0,0,17.74,2.57,cloudy,Low
Charlotte,14.0,14.0,0,23.0,6.69,cloudy,Low
San Francisco,13.0,13.0,0,23.47,5.66,partly cloudy,Low
Indianapolis,19.0,19.0,0,15.61,5.66,cloudy,Low
Seattle,12.0,14.0,0,15.4,3.58,clear,Low
Denver,39.0,39.0,0,19.14,4.02,cloudy,Low
Washington,10.0,23.0,0,21.11,4.63,cloudy,High
Boston,5.0,22.0,0,10.5,6.17,mist,High
El Paso,33.0,41.0,0,22.93,7.2,partly cloudy,Low
Nashville,9.0,9.0,0,13.03,1.54,cloudy,Low
Detroit,17.0,17.0,0,16.37,2.06,cloudy,Low
Oklahoma City,19.0,26.0,0,20.89,3.13,clear,Medium
Portland,83.0,83.0,0,16.73,4.63,clear,Low
Las Vegas,23.0,23.0,0,18.47,2.57,cloudy,Low
Memphis,20.0,20.0,0,21.53,3.09,partly cloudy,Low
Louisville,13.0,18.0,0,13.12,5.66,cloudy,Medium
Baltimore,16.0,16.0,0,20.26,6.17,cloudy,Low
Milwaukee,23.0,23.0,0,11.87,4.12,cloudy,Low
Albuquerque,17.0,17.0,0,18.62,5.14,partly cloudy,Low
Tucson,25.0,40.0,0,19.51,4.12,partly cloudy,Medium
Fresno,17.0,29.0,0,22.98,3.09,partly cloudy,Medium
Sacramento,23.0,31.0,0,24.18,12.86,clear,Medium
Kansas City,20.0,20.0,0,22.92,5.14,clear,Low
Atlanta,19.0,26.0,0,19.44,4.63,cloudy,Medium
Miami,7.0,7.0,0,30.41,4.12,partly cloudy,Low
Orlando,14.0,14.0,0,30.1,4.63,partly cloudy,Low
Tampa,11.0,20.0,0,30.61,4.12,partly cloudy,Medium
Minneapolis,14.0,14.0,0,22.96,4.12,clear,Low
St. Louis,46.0,46.0,0,13.89,4.12,cloudy,Low
Cleveland,17.0,21.0,0,16.97,4.63,211,Low
Cincinnati,33.0,33.0,0,14.13,3.6,cloudy,Low
Pittsburgh,11.0,15.0,0,22.49,4.63,cloudy,Medium
Paris,16.0,16.0,0,13.46,7.72,clear,Low
London,4.0,5.0,1,12.06,6.69,cloudy,Medium
Berlin,21.0,21.0,0,11.85,3.6,clear,Low
Amsterdam,25.0,30.0,0,11.24,6.17,clear,Low
Madrid,11.0,11.0,0,14.03,1.54,partly cloudy,Low
Rome,29.0,29.0,0,18.63,4.12,partly cloudy,Low
Barcelona,17.0,28.0,0,14.62,2.57,521,Medium
Lisbon,24.0,24.0,0,17.46,5.14,partly cloudy,Low
Warsaw,11.0,14.0,0,9.06,2.06,clear,Medium
Vienna,39.0,39.0,0,8.6,5.14,301,Low
Prague,42.0,42.0,0,10.37,5.14,clear,Low
Brussels,16.0,16.0,0,12.41,2.57,clear,Low
Dublin,13.0,27.0,0,10.79,3.6,partly cloudy,High
Oslo,0.0,0.0,1,13.67,3.9,partly cloudy,High
Stockholm,26.0,26.0,0,10.69,4.12,clear,Low
Copenhagen,35.0,35.0,0,10.38,3.6,partly cloudy,Low
Helsinki,20.0,23.0,0,6.26,8.94,clear,Low
Bucharest,21.0,21.0,0,19.83,4.63,502,Low
Budapest,26.0,34.0,0,11.55,1.54,cloudy,Medium
Athens,31.0,31.0,0,22.53,2.57,partly cloudy,Low
Istanbul,51.0,51.0,0,17.2,1.03,clear,Low
Dubai,80.0,80.0,0,37.01,2.06,clear,Low
Doha,22.0,40.0,0,34.94,2.57,clear,Medium
Tel Aviv,24.0,24.0,0,19.89,1.03,clear,Low
Riyadh,67.0,71.0,0,33.92,7.36,cloudy,Low
Jeddah,81.0,81.0,0,26.0,8.88,clear,Low
Cairo,25.0,25.0,0,26.33,1.54,clear,Low
Johannesburg,15.0,19.0,0,10.96,1.02,clear,Medium
Cape Town,22.0,22.0,0,15.57,4.12,clear,Low
Lagos,41.0,54.0,0,29.12,4.12,partly cloudy,Medium
Nairobi,82.0,82.0,0,18.02,1.54,211,Low
Mumbai,18.0,18.0,0,29.0,4.12,fog,Low
New Delhi,24.0,24.0,1,26.07,1.54,fog,Low
Bangalore,26.0,26.0,0,25.93,2.57,partly cloudy,Low
Hyderabad,27.0,27.0,0,27.73,5.14,partly cloudy,Low
Chennai,24.0,24.0,0,29.49,3.09,partly cloudy,Low
Kolkata,23.0,23.0,0,28.96,4.12,fog,Low
Singapore,49.0,49.0,0,26.3,1.03,cloudy,Low
Bangkok,27.0,27.0,0,31.23,4.78,cloudy,Low
Kuala Lumpur,82.0,82.0,0,26.66,0.0,partly cloudy,Low
Jakarta,29.0,30.0,1,26.67,1.21,cloudy,Low
Manila,38.0,38.0,0,26.74,2.06,partly cloudy,Low
Hanoi,25.0,25.0,0,25.98,4.03,cloudy,Low
Taipei,17.0,17.0,0,27.23,2.06,cloudy,Low
Hong Kong,19.0,29.0,0,27.76,3.58,partly cloudy,Medium
Sydney,23.0,23.0,0,14.74,2.57,cloudy,Low
Melbourne,20.0,20.0,0,19.03,8.75,cloudy,Low
Auckland,12.0,12.0,0,9.7,2.24,clear,Low
Brisbane,13.0,21.0,0,15.34,3.6,clear,Medium
Perth,18.0,18.0,0,13.28,0.0,cloudy,Low
Adelaide,22.0,22.0,0,14.71,3.09,cloudy,Low
Wellington,19.0,19.0,0,8.81,4.12,cloudy,Low
Canberra,40.0,40.0,0,10.46,1.02,partly cloudy,Low
Christchurch,31.0,31.0,0,11.62,3.81,clear,Low
Gold Coast,50.0,50.0,0,17.73,4.63,rain,Low
Hobart,19.0,19.0,0,19.0,9.77,cloudy,Low
Darwin,27.0,27.0,0,27.06,3.09,cloudy,Low
Cairns,27.0,27.0,0,23.01,5.66,cloudy,Low
Townsville,26.0,26.0,0,18.86,0.0,partly cloudy,Low
Geelong,7.0,27.0,0,19.03,7.72,cloudy,High
Sunshine Coast,51.0,51.0,0,16.87,1.34,partly cloudy,Low
Central Coast,53.0,53.0,0,16.08,1.82,cloudy,Low
Newcastle,9.0,9.0,0,14.95,0.0,cloudy,Low
Wollongong,22.0,22.0,0,12.36,3.19,cloudy,Low
Mackay,43.0,43.0,0,17.49,5.3,partly cloudy,Low
Coffs Harbour,24.0,24.0,0,15.94,1.54,cloudy,Low
Ballarat,38.0,38.0,0,13.61,2.68,cloudy,Low
Bendigo,39.0,39.0,0,17.28,3.4,cloudy,Low
Launceston,21.0,21.0,0,16.03,8.23,cloudy,Low
Mildura,50.0,50.0,0,16.54,5.19,partly cloudy,Low
Shepparton,46.0,46.0,0,16.77,3.26,cloudy,Low
Wagga Wagga,68.0,68.0,0,11.49,1.54,rain,Low
Albury,28.0,28.0,0,12.78,0.89,cloudy,Low
Lismore,46.0,46.0,0,16.99,0.89,cloudy,Low
Port Macquarie,28.0,28.0,0,13.38,0.45,cloudy,Low
Tamworth,42.0,42.0,0,13.08,3.09,cloudy,Low
Dubbo,62.0,62.0,0,12.12,4.12,partly cloudy,Low
Orange,38.0,38.0,0,11.09,0.13,clear,Low
Bathurst,33.0,33.0,0,9.04,0.75,partly cloudy,Low
Goulburn,84.0,84.0,0,7.78,3.3,partly cloudy,Low
Queanbeyan,52.0,52.0,0,9.12,0.47,partly cloudy,Low
New York,19.0,27.0,0,16.1,4.12,502,Medium
Los Angeles,19.0,28.0,0,17.4,4.63,cloudy,Medium
Chicago,14.0,18.0,0,13.38,3.6,cloudy,Medium
Houston,18.0,18.0,0,25.2,9.26,cloudy,Low
Phoenix,13.0,18.0,0,17.4,6.69,cloudy,Medium
Philadelphia,13.0,13.0,0,19.91,4.63,cloudy,Low
San Antonio,22.0,22.0,0,21.21,3.09,mist,Low
San Diego,9.0,15.0,0,16.43,4.63,cloudy,Medium
Dallas,99.0,99.0,0,18.58,2.57,211,Low
San Jose,14.0,25.0,0,24.91,9.26,partly cloudy,Medium
Austin,15.0,15.0,0,19.68,5.36,mist,Low
Jacksonville,59.0,59.0,0,29.71,4.63,cloudy,Low
Fort Worth,12.0,12.0,0,17.05,1.54,storm,Low
Columbus,24.0,33.0,0,17.62,2.57,cloudy,Medium
Charlotte,11.0,13.0,0,23.08,6.69,cloudy,Low
San Francisco,13.0,13.0,0,23.88,5.66,partly cloudy,Low
Indianapolis,15.0,18.0,0,15.57,5.66,cloudy,Low
Seattle,10.0,14.0,0,16.36,3.13,partly cloudy,Medium
Denver,34.0,39.0,0,19.06,4.02,cloudy,Low
Washington,11.0,22.0,0,21.68,4.63,cloudy,High
Boston,11.0,21.0,0,10.44,6.17,mist,Medium
El Paso,30.0,41.0,0,23.65,7.2,partly cloudy,Medium
Nashville,9.0,9.0,0,13.06,1.54,cloudy,Low
Detroit,17.0,17.0,0,16.72,2.06,cloudy,Low
Oklahoma City,26.0,26.0,0,20.97,3.58,clear,Low
Portland,83.0,83.0,0,17.66,2.24,clear,Low
Las Vegas,12.0,22.0,0,17.67,2.57,cloudy,Medium
Memphis,20.0,20.0,0,21.45,3.09,partly cloudy,Low
Louisville,18.0,18.0,0,12.77,3.09,rain,Low
Baltimore,16.0,16.0,0,20.65,6.17,cloudy,Low
Milwaukee,23.0,23.0,0,12.38,4.12,cloudy,Low
Albuquerque,9.0,16.0,0,18.76,5.14,partly cloudy,Medium
Tucson,22.0,40.0,0,19.55,4.12,partly cloudy,Medium
Fresno,18.0,30.0,0,23.04,3.09,partly cloudy,Medium
Sacramento,32.0,32.0,0,24.49,12.86,clear,Low
Kansas City,20.0,20.0,0,23.02,5.14,clear,Low
Atlanta,15.0,26.0,0,19.28,4.63,cloudy,Medium
Miami,7.0,7.0,0,29.34,4.12,partly cloudy,Low
Orlando,14.0,14.0,0,30.56,4.63,partly cloudy,Low
Tampa,13.0,19.0,0,30.51,5.14,partly cloudy,Medium
Minneapolis,10.0,13.0,0,23.65,4.12,clear,Medium
St. Louis,46.0,46.0,0,14.07,4.12,cloudy,Low
Cleveland,17.0,20.0,0,16.78,4.63,cloudy,Low
Cincinnati,28.0,33.0,0,14.22,3.6,cloudy,Low
Pittsburgh,16.0,16.0,0,23.24,4.63,cloudy,Low
Paris,16.0,16.0,0,13.02,6.69,clear,Low
London,5.0,11.0,1,11.72,5.66,clear,High
Berlin,21.0,21.0,0,11.0,3.13,clear,Low
Amsterdam,31.0,31.0,0,10.69,8.23,clear,Low
Madrid,11.0,11.0,0,13.72,1.54,partly cloudy,Low
Rome,29.0,29.0,0,18.49,4.63,partly cloudy,Low
Barcelona,23.0,29.0,0,14.08,3.6,rain,Medium
Lisbon,24.0,24.0,0,17.46,5.14,partly cloudy,Low
Warsaw,14.0,14.0,0,8.75,2.57,clear,Low
Vienna,39.0,39.0,0,8.46,5.14,301,Low
Prague,32.0,42.0,0,9.79,5.14,clear,Medium
Brussels,16.0,16.0,0,12.18,2.57,clear,Low
Dublin,18.0,27.0,0,10.1,3.6,partly cloudy,Medium
Oslo,0.0,0.0,1,13.64,2.9,clear,High
Stockholm,26.0,26.0,0,10.42,4.12,clear,Low
Copenhagen,35.0,35.0,0,10.09,3.6,partly cloudy,Low
Helsinki,22.0,22.0,0,6.01,9.39,clear,Low
Bucharest,21.0,21.0,0,19.74,4.63,503,Low
Budapest,27.0,34.0,0,11.42,2.06,cloudy,Medium
Athens,20.0,31.0,0,22.23,2.57,partly cloudy,Medium
Istanbul,51.0,51.0,0,16.8,1.54,clear,Low
Dubai,80.0,80.0,0,35.01,1.54,clear,Low
Doha,26.0,40.0,0,33.94,2.57,clear,Medium
Tel Aviv,24.0,24.0,0,19.89,1.54,clear,Low
Riyadh,66.0,71.0,0,33.92,5.48,cloudy,Low
Jeddah,81.0,81.0,0,25.95,8.56,clear,Low
Cairo,25.0,25.0,0,26.33,1.54,clear,Low
Johannesburg,15.0,19.0,0,10.66,0.93,clear,Medium
Cape Town,22.0,22.0,0,15.57,4.12,clear,Low
Lagos,43.0,55.0,0,29.12,4.12,partly cloudy,Medium
Nairobi,82.0,82.0,0,18.02,1.54,211,Low
Mumbai,18.0,18.0,0,29.0,4.12,fog,Low
New Delhi,23.0,24.0,1,26.07,1.54,fog,Low
Bangalore,26.0,26.0,0,25.55,2.57,partly cloudy,Low
Hyderabad,27.0,27.0,0,25.73,5.14,211,Low
Chennai,24.0,24.0,0,29.48,2.57,partly cloudy,Low
Kolkata,23.0,23.0,0,28.96,3.6,fog,Low
Singapore,49.0,49.0,0,26.24,1.03,cloudy,Low
Bangkok,27.0,27.0,0,28.97,4.19,cloudy,Low
Kuala Lumpur,82.0,82.0,0,26.66,0.0,partly cloudy,Low
Jakarta,30.0,30.0,1,26.67,1.04,cloudy,Low
Manila,38.0,38.0,0,26.5,0.89,cloudy,Low
Hanoi,25.0,25.0,0,25.98,4.1,cloudy,Low
Taipei,17.0,17.0,0,27.08,2.06,cloudy,Low
Hong Kong,23.0,29.0,0,27.71,4.02,cloudy,Medium
Sydney,23.0,23.0,0,14.7,2.57,clear,Low
Melbourne,15.0,20.0,0,18.91,8.75,cloudy,Medium
Auckland,12.0,12.0,0,9.57,2.24,clear,Low
Brisbane,21.0,21.0,0,15.35,3.6,clear,Low
Perth,18.0,18.0,0,13.05,0.0,cloudy,Low
Adelaide,22.0,22.0,0,14.59,3.09,cloudy,Low
Wellington,19.0,19.0,0,8.95,4.12,cloudy,Low
Canberra,40.0,40.0,0,10.46,1.12,cloudy,Low
Christchurch,31.0,31.0,0,11.62,3.8,cloudy,Low
Gold Coast,50.0,50.0,0,17.73,3.09,521,Low
Hobart,19.0,19.0,0,19.0,8.23,cloudy,Low
Darwin,27.0,27.0,0,27.06,3.09,partly cloudy,Low
Cairns,27.0,27.0,0,24.01,6.17,partly cloudy,Low
Townsville,26.0,26.0,0,19.86,0.51,partly cloudy,Low
Geelong,26.0,26.0,0,18.93,7.2,partly cloudy,Low
Sunshine Coast,51.0,51.0,0,16.87,1.34,partly cloudy,Low
Central Coast,53.0,53.0,0,12.92,1.75,clear,Low
Newcastle,9.0,9.0,0,14.56,2.68,clear,Low
Wollongong,22.0,22.0,0,12.36,2.7,clear,Low
Mackay,43.0,43.0,0,17.49,5.76,cloudy,Low
Coffs Harbour,24.0,24.0,0,15.94,1.54,cloudy,Low
Ballarat,38.0,38.0,0,13.06,2.24,cloudy,Low
Bendigo,39.0,39.0,0,16.97,2.92,cloudy,Low
Launceston,21.0,21.0,0,16.03,9.26,cloudy,Low
Mildura,50.0,50.0,0,16.28,5.05,partly cloudy,Low
Shepparton,46.0,46.0,0,16.22,3.64,cloudy,Low
Wagga Wagga,68.0,68.0,0,11.92,1.56,rain,Low
Albury,28.0,28.0,0,11.67,0.45,cloudy,Low
Lismore,46.0,46.0,0,16.99,0.89,cloudy,Low
Port Macquarie,28.0,28.0,0,13.38,0.45,clear,Low
Tamworth,42.0,42.0,0,13.08,3.6,cloudy,Low
Dubbo,62.0,62.0,0,12.12,4.12,cloudy,Low
Orange,38.0,38.0,0,11.09,0.17,partly cloudy,Low
Bathurst,29.0,33.0,0,9.05,1.09,clear,Low
Goulburn,84.0,84.0,0,7.25,2.31,cloudy,Low
Queanbeyan,52.0,52.0,0,8.91,1.05,cloudy,Low
New York,28.0,28.0,0,16.14,3.09,mist,Low
Los Angeles,20.0,28.0,0,17.15,5.66,cloudy,Medium
Chicago,12.0,17.0,0,14.12,0.89,partly cloudy,Medium
Houston,13.0,17.0,0,24.51,9.26,cloudy,Medium
Phoenix,13.0,18.0,0,18.2,8.23,cloudy,Medium
Philadelphia,13.0,13.0,0,19.87,5.14,cloudy,Low
San Antonio,14.0,22.0,0,22.05,4.12,cloudy,Medium
San Diego,15.0,15.0,0,16.95,4.63,cloudy,Low
Dallas,77.0,98.0,0,16.88,2.57,211,Medium
San Jose,20.0,26.0,0,25.6,8.23,partly cloudy,Medium
Austin,15.0,15.0,0,19.74,4.12,rain,Low
Jacksonville,40.0,59.0,0,29.57,5.66,cloudy,Medium
Fort Worth,12.0,12.0,0,16.11,6.17,storm,Low
Columbus,27.0,32.0,0,17.32,3.6,cloudy,Low
Charlotte,14.0,14.0,0,23.48,6.69,cloudy,Low
San Francisco,9.0,13.0,0,23.9,7.72,partly cloudy,Medium
Indianapolis,19.0,19.0,0,15.24,6.17,cloudy,Low
Seattle,12.0,14.0,0,16.97,4.12,clear,Low
Denver,34.0,39.0,0,19.25,5.36,cloudy,Low
Washington,16.0,23.0,0,21.29,7.2,cloudy,Medium
Boston,5.0,22.0,0,10.33,6.17,rain,High
El Paso,41.0,41.0,0,23.31,6.17,partly cloudy,Low
Nashville,9.0,9.0,0,13.77,2.57,cloudy,Low
Detroit,13.0,17.0,0,17.01,2.06,cloudy,Medium
Oklahoma City,26.0,26.0,0,21.1,5.66,cloudy,Low
Portland,83.0,83.0,0,18.77,4.63,partly cloudy,Low
Las Vegas,23.0,23.0,0,19.37,2.06,partly cloudy,Low
Memphis,20.0,20.0,0,21.96,4.12,partly cloudy,Low
Louisville,18.0,18.0,0,12.09,4.63,rain,Low
Baltimore,16.0,16.0,0,21.12,5.14,cloudy,Low
Milwaukee,13.0,22.0,0,12.97,2.57,cloudy,Medium
Albuquerque,13.0,17.0,0,18.26,6.34,cloudy,Medium
Tucson,26.0,41.0,0,19.81,4.02,cloudy,Medium
Fresno,20.0,30.0,0,23.73,1.79,cloudy,Medium
Sacramento,19.0,31.0,0,25.28,9.26,clear,Medium
Kansas City,15.0,20.0,0,22.78,3.09,clear,Medium
Atlanta,13.0,27.0,0,19.68,4.63,cloudy,High
Miami,4.0,7.0,0,28.0,6.17,cloudy,Medium
Orlando,14.0,14.0,0,30.9,3.6,partly cloudy,Low
Tampa,13.0,20.0,0,31.02,5.14,partly cloudy,Medium
Minneapolis,14.0,14.0,0,23.77,5.14,clear,Low
St. Louis,36.0,45.0,0,14.66,4.12,cloudy,Medium
Cleveland,16.0,20.0,0,16.02,4.63,211,Medium
Cincinnati,33.0,33.0,0,14.17,3.6,partly cloudy,Low
Pittsburgh,11.0,15.0,0,23.25,5.66,partly cloudy,Medium
Paris,16.0,16.0,0,12.92,6.69,clear,Low
London,13.0,13.0,0,11.06,6.17,clear,Low
Berlin,21.0,21.0,0,9.85,3.13,clear,Low
Amsterdam,31.0,31.0,0,10.34,7.2,clear,Low
Madrid,11.0,11.0,0,13.33,1.03,partly cloudy,Low
Rome,29.0,29.0,0,17.27,4.63,clear,Low
Barcelona,29.0,29.0,0,14.31,2.57,partly cloudy,Low
Lisbon,24.0,24.0,0,17.21,5.14,partly cloudy,Low
Warsaw,14.0,14.0,0,8.05,2.57,clear,Low
Vienna,39.0,39.0,0,8.5,4.12,301,Low
Prague,42.0,42.0,0,9.73,6.26,cloudy,Low
Brussels,16.0,16.0,0,11.57,2.57,clear,Low
Dublin,15.0,27.0,0,10.21,3.58,clear,Medium
Oslo,0.0,0.0,1,13.09,2.9,clear,High
Stockholm,26.0,26.0,0,9.69,3.09,clear,Low
Copenhagen,35.0,35.0,0,9.04,3.09,partly cloudy,Low
Helsinki,22.0,22.0,0,5.93,8.49,clear,Low
Bucharest,21.0,21.0,0,18.92,2.24,502,Low
